Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
25.10.2024 09:00;25.10.2024 10:00;53.025,00;16.454,50;1.107,00;8.104,00;7.243,50;36.570,50
25.10.2024 10:00;25.10.2024 11:00;54.848,00;21.989,75;992,25;6.074,25;14.923,25;32.858,25
25.10.2024 11:00;25.10.2024 12:00;55.555,00;26.698,25;848,75;3.844,25;22.005,25;28.856,75
25.10.2024 12:00;25.10.2024 13:00;56.202,00;29.508,25;688,75;2.545,25;26.274,25;26.693,75
25.10.2024 13:00;25.10.2024 14:00;55.432,00;29.603,25;548,50;2.111,25;26.943,50;25.828,75
25.10.2024 14:00;25.10.2024 15:00;53.902,00;26.755,25;426,75;1.944,00;24.384,50;27.146,75
25.10.2024 15:00;25.10.2024 16:00;51.395,00;20.380,25;343,25;1.791,50;18.245,50;31.014,75
25.10.2024 16:00;25.10.2024 17:00;48.103,00;11.710,75;290,00;1.743,25;9.677,50;36.392,25
25.10.2024 17:00;25.10.2024 18:00;47.318,00;4.951,25;264,75;2.240,25;2.446,25;42.366,75
25.10.2024 18:00;25.10.2024 19:00;47.460,00;3.474,25;250,00;3.196,00;28,25;43.985,75
25.10.2024 19:00;25.10.2024 20:00;48.092,00;4.244,25;247,75;3.996,50;0,00;43.847,75
25.10.2024 20:00;25.10.2024 21:00;45.085,00;4.578,00;248,75;4.329,25;0,00;40.507,00
25.10.2024 21:00;25.10.2024 22:00;42.619,00;4.395,00;241,50;4.153,50;0,00;38.224,00
25.10.2024 22:00;25.10.2024 23:00;40.247,00;4.034,50;222,00;3.812,50;0,00;36.212,50
25.10.2024 23:00;26.10.2024 00:00;37.183,00;3.626,50;209,25;3.417,25;0,00;33.556,50
26.10.2024 00:00;26.10.2024 01:00;34.574,00;3.396,75;210,50;3.186,25;0,00;31.177,25
26.10.2024 01:00;26.10.2024 02:00;32.135,00;2.911,50;188,25;2.723,25;0,00;29.223,50
26.10.2024 02:00;26.10.2024 03:00;30.987,00;2.593,00;160,75;2.432,25;0,00;28.394,00
26.10.2024 03:00;26.10.2024 04:00;30.717,00;2.300,00;148,00;2.152,00;0,00;28.417,00
26.10.2024 04:00;26.10.2024 05:00;31.316,00;2.208,25;150,75;2.057,50;0,00;29.107,75
26.10.2024 05:00;26.10.2024 06:00;31.926,00;2.397,00;190,25;2.206,75;0,00;29.529,00
26.10.2024 06:00;26.10.2024 07:00;33.310,00;2.819,25;276,75;2.542,50;0,00;30.490,75
26.10.2024 07:00;26.10.2024 08:00;35.380,00;3.385,00;413,25;2.963,25;8,50;31.995,00
26.10.2024 08:00;26.10.2024 09:00;38.525,00;5.087,50;571,25;3.347,75;1.168,50;33.437,50
26.10.2024 09:00;26.10.2024 10:00;42.570,00;9.696,75;719,75;3.660,00;5.317,00;32.873,25
26.10.2024 10:00;26.10.2024 11:00;45.063,00;15.608,50;835,25;3.488,75;11.284,50;29.454,50
26.10.2024 11:00;26.10.2024 12:00;47.912,00;21.346,50;923,75;2.885,00;17.537,75;26.565,50
26.10.2024 12:00;26.10.2024 13:00;48.416,00;25.433,50;983,75;2.266,75;22.183,00;22.982,50
26.10.2024 13:00;26.10.2024 14:00;48.765,00;26.780,25;1.014,75;1.959,50;23.806,00;21.984,75
26.10.2024 14:00;26.10.2024 15:00;46.953,00;25.267,75;1.018,25;2.000,00;22.249,50;21.685,25
26.10.2024 15:00;26.10.2024 16:00;44.218,00;20.373,25;1.004,75;2.313,75;17.054,75;23.844,75
26.10.2024 16:00;26.10.2024 17:00;42.253,00;13.448,75;1.014,50;3.185,00;9.249,25;28.804,25
26.10.2024 17:00;26.10.2024 18:00;40.488,00;8.566,00;1.123,25;5.153,75;2.289,00;31.922,00
26.10.2024 18:00;26.10.2024 19:00;43.111,00;9.210,00;1.372,50;7.814,00;23,50;33.901,00
26.10.2024 19:00;26.10.2024 20:00;45.760,00;11.645,75;1.742,50;9.903,25;0,00;34.114,25
26.10.2024 20:00;26.10.2024 21:00;45.080,00;13.074,50;2.108,50;10.966,00;0,00;32.005,50
26.10.2024 21:00;26.10.2024 22:00;42.990,00;13.695,25;2.351,00;11.344,25;0,00;29.294,75
26.10.2024 22:00;26.10.2024 23:00;41.421,00;13.620,25;2.527,50;11.092,75;0,00;27.800,75
26.10.2024 23:00;27.10.2024 00:00;39.280,00;13.350,25;2.593,25;10.757,00;0,00;25.929,75
27.10.2024 00:00;27.10.2024 01:00;37.822,00;13.173,00;2.661,75;10.511,25;0,00;24.649,00
27.10.2024 01:00;27.10.2024 02:00;35.788,00;12.492,75;2.425,25;10.067,50;0,00;23.295,25
27.10.2024 02:00;27.10.2024 03:00;34.075,00;11.990,00;2.187,25;9.802,75;0,00;22.085,00
27.10.2024 02:00;27.10.2024 03:00;33.571,00;11.292,75;1.955,50;9.337,25;0,00;22.278,25
27.10.2024 03:00;27.10.2024 04:00;32.703,00;10.693,25;1.862,50;8.830,75;0,00;22.009,75
27.10.2024 04:00;27.10.2024 05:00;32.575,00;10.422,00;1.914,25;8.507,75;0,00;22.153,00
27.10.2024 05:00;27.10.2024 06:00;32.736,00;10.334,75;2.043,50;8.291,25;0,00;22.401,25
27.10.2024 06:00;27.10.2024 07:00;33.123,00;10.473,00;2.247,75;8.216,00;9,25;22.650,00
27.10.2024 07:00;27.10.2024 08:00;35.329,00;11.686,50;2.586,75;7.908,50;1.191,25;23.642,50
27.10.2024 08:00;27.10.2024 09:00;37.570,00;15.668,50;3.062,25;7.272,75;5.333,50;21.901,50
27.10.2024 09:00;27.10.2024 10:00;42.010,00;20.187,00;3.489,75;6.091,50;10.605,75;21.823,00
27.10.2024 10:00;27.10.2024 11:00;43.321,00;24.382,75;3.589,00;5.482,25;15.311,50;18.938,25
27.10.2024 11:00;27.10.2024 12:00;46.799,00;27.962,25;3.296,75;6.268,50;18.397,00;18.836,75
27.10.2024 12:00;27.10.2024 13:00;48.813,00;29.628,50;2.920,00;7.527,25;19.181,25;19.184,50
27.10.2024 13:00;27.10.2024 14:00;46.784,00;28.173,50;2.733,00;8.133,75;17.306,75;18.610,50
27.10.2024 14:00;27.10.2024 15:00;43.609,00;23.416,00;2.492,25;7.727,25;13.196,50;20.193,00
27.10.2024 15:00;27.10.2024 16:00;40.583,00;16.320,50;2.235,75;6.782,75;7.302,00;24.262,50
27.10.2024 16:00;27.10.2024 17:00;39.017,00;9.809,50;2.079,50;5.970,50;1.759,50;29.207,50
27.10.2024 17:00;27.10.2024 18:00;39.247,00;7.467,25;1.964,75;5.488,25;14,25;31.779,75
27.10.2024 18:00;27.10.2024 19:00;40.813,00;6.696,25;1.777,75;4.918,50;0,00;34.116,75
27.10.2024 19:00;27.10.2024 20:00;39.485,00;5.713,50;1.637,00;4.076,50;0,00;33.771,50
27.10.2024 20:00;27.10.2024 21:00;39.050,00;4.941,00;1.652,25;3.288,75;0,00;34.109,00
27.10.2024 21:00;27.10.2024 22:00;37.158,00;4.737,00;1.852,75;2.884,25;0,00;32.421,00
27.10.2024 22:00;27.10.2024 23:00;34.367,00;5.039,75;2.242,00;2.797,75;0,00;29.327,25
27.10.2024 23:00;28.10.2024 00:00;32.431,00;5.734,00;2.729,00;3.005,00;0,00;26.697,00
28.10.2024 00:00;28.10.2024 01:00;31.882,00;6.059,75;2.795,00;3.264,75;0,00;25.822,25
28.10.2024 01:00;28.10.2024 02:00;32.506,00;7.038,00;3.219,00;3.819,00;0,00;25.468,00
28.10.2024 02:00;28.10.2024 03:00;32.892,00;8.095,50;3.676,50;4.419,00;0,00;24.796,50
28.10.2024 03:00;28.10.2024 04:00;33.596,00;8.919,75;3.965,00;4.954,75;0,00;24.676,25
28.10.2024 04:00;28.10.2024 05:00;35.255,00;9.375,75;4.069,00;5.306,75;0,00;25.879,25
28.10.2024 05:00;28.10.2024 06:00;37.862,00;9.904,25;4.178,00;5.726,25;0,00;27.957,75
28.10.2024 06:00;28.10.2024 07:00;42.949,00;10.748,25;4.479,00;6.268,50;0,75;32.200,75
28.10.2024 07:00;28.10.2024 08:00;48.332,00;12.352,00;4.892,50;6.773,50;686,00;35.980,00
28.10.2024 08:00;28.10.2024 09:00;52.736,00;16.128,75;5.198,00;7.329,75;3.601,00;36.607,25
28.10.2024 09:00;28.10.2024 10:00;56.097,00;20.624,50;5.306,00;7.692,00;7.626,50;35.472,50
28.10.2024 10:00;28.10.2024 11:00;58.060,00;24.939,00;5.225,25;8.026,75;11.687,00;33.121,00
28.10.2024 11:00;28.10.2024 12:00;60.432,00;28.504,75;5.082,50;8.747,50;14.674,75;31.927,25
28.10.2024 12:00;28.10.2024 13:00;61.476,00;30.295,25;4.909,75;9.645,25;15.740,25;31.180,75
28.10.2024 13:00;28.10.2024 14:00;60.819,00;29.386,00;4.710,50;10.312,75;14.362,75;31.433,00
28.10.2024 14:00;28.10.2024 15:00;59.311,00;25.694,50;4.458,25;10.209,25;11.027,00;33.616,50
28.10.2024 15:00;28.10.2024 16:00;56.187,00;20.020,50;4.193,75;9.718,25;6.108,50;36.166,50
28.10.2024 16:00;28.10.2024 17:00;53.571,00;14.792,50;3.999,00;9.392,25;1.401,25;38.778,50
28.10.2024 17:00;28.10.2024 18:00;53.763,00;13.103,25;3.748,25;9.346,00;9,00;40.659,75
28.10.2024 18:00;28.10.2024 19:00;53.928,00;12.938,50;3.445,50;9.493,00;0,00;40.989,50
28.10.2024 19:00;28.10.2024 20:00;53.388,00;12.738,50;3.085,50;9.653,00;0,00;40.649,50
28.10.2024 20:00;28.10.2024 21:00;50.933,00;12.295,00;2.715,25;9.579,75;0,00;38.638,00
28.10.2024 21:00;28.10.2024 22:00;48.241,00;11.540,75;2.382,50;9.158,25;0,00;36.700,25
28.10.2024 22:00;28.10.2024 23:00;44.978,00;10.674,00;2.100,50;8.573,50;0,00;34.304,00
28.10.2024 23:00;29.10.2024 00:00;41.857,00;9.884,00;1.859,50;8.024,50;0,00;31.973,00
29.10.2024 00:00;29.10.2024 01:00;39.750,00;11.426,25;1.495,50;9.930,75;0,00;28.323,75
29.10.2024 01:00;29.10.2024 02:00;37.880,00;10.643,75;1.295,25;9.348,50;0,00;27.236,25
29.10.2024 02:00;29.10.2024 03:00;36.778,00;10.015,25;1.184,00;8.831,25;0,00;26.762,75
29.10.2024 03:00;29.10.2024 04:00;36.344,00;9.437,50;1.107,25;8.330,25;0,00;26.906,50
29.10.2024 04:00;29.10.2024 05:00;36.913,00;8.936,00;1.048,75;7.887,25;0,00;27.977,00
29.10.2024 05:00;29.10.2024 06:00;39.871,00;8.617,00;1.009,75;7.607,25;0,00;31.254,00
29.10.2024 06:00;29.10.2024 07:00;44.375,00;8.380,00;966,75;7.413,25;0,00;35.995,00
29.10.2024 07:00;29.10.2024 08:00;48.310,00;8.442,00;843,00;7.018,50;580,50;39.868,00
29.10.2024 08:00;29.10.2024 09:00;51.436,00;10.559,50;830,75;6.613,25;3.115,50;40.876,50
29.10.2024 09:00;29.10.2024 10:00;52.918,00;13.439,50;939,00;6.095,25;6.405,25;39.478,50
29.10.2024 10:00;29.10.2024 11:00;53.567,00;16.076,25;933,25;5.626,50;9.516,50;37.490,75
29.10.2024 11:00;29.10.2024 12:00;54.381,00;18.089,50;924,25;5.394,75;11.770,50;36.291,50
29.10.2024 12:00;29.10.2024 13:00;55.209,00;18.610,25;921,25;5.285,50;12.403,50;36.598,75
29.10.2024 13:00;29.10.2024 14:00;54.493,00;17.336,00;913,25;5.113,50;11.309,25;37.157,00
29.10.2024 14:00;29.10.2024 15:00;52.803,00;14.404,50;916,00;4.753,50;8.735,00;38.398,50
29.10.2024 15:00;29.10.2024 16:00;50.325,00;10.234,75;937,25;4.465,25;4.832,25;40.090,25
29.10.2024 16:00;29.10.2024 17:00;49.809,00;6.658,25;982,75;4.586,00;1.089,50;43.150,75
29.10.2024 17:00;29.10.2024 18:00;50.326,00;6.116,75;1.064,25;5.047,00;5,50;44.209,25
29.10.2024 18:00;29.10.2024 19:00;50.281,00;6.589,50;1.137,50;5.452,00;0,00;43.691,50
29.10.2024 19:00;29.10.2024 20:00;49.001,00;6.786,50;1.191,00;5.595,50;0,00;42.214,50
29.10.2024 20:00;29.10.2024 21:00;47.166,00;6.705,75;1.237,00;5.468,75;0,00;40.460,25
29.10.2024 21:00;29.10.2024 22:00;44.520,00;6.559,00;1.297,75;5.261,25;0,00;37.961,00
29.10.2024 22:00;29.10.2024 23:00;43.100,00;6.528,00;1.441,00;5.087,00;0,00;36.572,00
29.10.2024 23:00;30.10.2024 00:00;41.077,00;6.559,00;1.623,75;4.935,25;0,00;34.518,00
30.10.2024 00:00;30.10.2024 01:00;38.805,00;7.490,25;1.943,75;5.546,50;0,00;31.314,75
30.10.2024 01:00;30.10.2024 02:00;36.979,00;7.377,00;2.045,75;5.331,25;0,00;29.602,00
30.10.2024 02:00;30.10.2024 03:00;36.356,00;7.171,25;2.155,75;5.015,50;0,00;29.184,75
30.10.2024 03:00;30.10.2024 04:00;36.106,00;7.022,00;2.307,50;4.714,50;0,00;29.084,00
30.10.2024 04:00;30.10.2024 05:00;36.884,00;7.110,25;2.462,75;4.647,50;0,00;29.773,75
30.10.2024 05:00;30.10.2024 06:00;39.038,00;7.272,75;2.530,50;4.742,25;0,00;31.765,25
30.10.2024 06:00;30.10.2024 07:00;42.952,00;7.143,50;2.484,00;4.659,25;0,25;35.808,50
30.10.2024 07:00;30.10.2024 08:00;46.523,00;7.374,25;2.468,50;4.429,25;476,50;39.148,75
30.10.2024 08:00;30.10.2024 09:00;49.438,00;9.333,25;2.475,00;4.205,00;2.653,25;40.104,75
30.10.2024 09:00;30.10.2024 10:00;50.839,00;12.205,00;2.475,50;4.080,75;5.648,75;38.634,00
30.10.2024 10:00;30.10.2024 11:00;52.077,00;15.372,00;2.413,00;4.362,00;8.597,00;36.705,00
30.10.2024 11:00;30.10.2024 12:00;53.662,00;17.908,75;2.334,25;4.923,25;10.651,25;35.753,25
30.10.2024 12:00;30.10.2024 13:00;54.398,00;19.054,25;2.268,25;5.467,00;11.319,00;35.343,75
30.10.2024 13:00;30.10.2024 14:00;53.988,00;18.707,00;2.213,50;5.968,00;10.525,50;35.281,00
30.10.2024 14:00;30.10.2024 15:00;51.910,00;16.257,50;2.169,50;5.977,00;8.111,00;35.652,50
30.10.2024 15:00;30.10.2024 16:00;49.050,00;11.993,25;2.134,75;5.520,75;4.337,75;37.056,75
30.10.2024 16:00;30.10.2024 17:00;48.604,00;8.108,25;2.088,50;5.100,75;919,00;40.495,75
30.10.2024 17:00;30.10.2024 18:00;49.062,00;6.931,25;2.019,00;4.908,50;3,75;42.130,75
30.10.2024 18:00;30.10.2024 19:00;48.916,00;6.606,75;1.888,75;4.718,00;0,00;42.309,25
30.10.2024 19:00;30.10.2024 20:00;47.748,00;6.141,75;1.699,75;4.442,00;0,00;41.606,25
30.10.2024 20:00;30.10.2024 21:00;44.530,00;5.506,25;1.493,50;4.012,75;0,00;39.023,75
30.10.2024 21:00;30.10.2024 22:00;42.177,00;4.886,50;1.304,50;3.582,00;0,00;37.290,50
30.10.2024 22:00;30.10.2024 23:00;40.207,00;4.479,50;1.193,25;3.286,25;0,00;35.727,50
30.10.2024 23:00;31.10.2024 00:00;36.750,00;4.309,50;1.195,00;3.114,50;0,00;32.440,50
31.10.2024 00:00;31.10.2024 01:00;33.867,00;5.191,75;1.551,75;3.640,00;0,00;28.675,25
31.10.2024 01:00;31.10.2024 02:00;33.418,00;5.503,50;1.771,00;3.732,50;0,00;27.914,50
31.10.2024 02:00;31.10.2024 03:00;33.846,00;5.895,75;2.052,25;3.843,50;0,00;27.950,25
31.10.2024 03:00;31.10.2024 04:00;33.965,00;6.302,75;2.337,75;3.965,00;0,00;27.662,25
31.10.2024 04:00;31.10.2024 05:00;34.377,00;6.633,00;2.559,75;4.073,25;0,00;27.744,00
31.10.2024 05:00;31.10.2024 06:00;36.483,00;6.974,50;2.769,50;4.205,00;0,00;29.508,50
31.10.2024 06:00;31.10.2024 07:00;39.771,00;7.576,25;3.058,25;4.518,00;0,00;32.194,75
31.10.2024 07:00;31.10.2024 08:00;43.423,00;8.882,00;3.410,00;4.940,50;531,50;34.541,00
31.10.2024 08:00;31.10.2024 09:00;47.392,00;12.147,00;3.753,00;5.243,75;3.150,25;35.245,00
31.10.2024 09:00;31.10.2024 10:00;49.723,00;16.412,00;4.085,00;5.389,25;6.937,75;33.311,00
31.10.2024 10:00;31.10.2024 11:00;51.988,00;20.738,50;4.390,25;5.711,00;10.637,25;31.249,50
31.10.2024 11:00;31.10.2024 12:00;55.072,00;24.317,00;4.419,50;6.633,75;13.263,75;30.755,00
31.10.2024 12:00;31.10.2024 13:00;57.703,00;26.472,25;4.488,50;8.048,25;13.935,50;31.230,75
31.10.2024 13:00;31.10.2024 14:00;57.932,00;26.329,75;4.503,50;9.335,00;12.491,25;31.602,25
31.10.2024 14:00;31.10.2024 15:00;55.423,00;23.724,50;4.524,75;9.997,00;9.202,75;31.698,50
31.10.2024 15:00;31.10.2024 16:00;53.684,00;19.595,00;4.592,25;10.303,25;4.699,50;34.089,00
31.10.2024 16:00;31.10.2024 17:00;52.846,00;16.469,25;4.625,25;10.927,50;916,50;36.376,75
31.10.2024 17:00;31.10.2024 18:00;54.631,00;16.254,25;4.352,25;11.898,75;3,25;38.376,75
31.10.2024 18:00;31.10.2024 19:00;56.172,00;17.410,25;4.360,25;13.050,00;0,00;38.761,75
31.10.2024 19:00;31.10.2024 20:00;57.044,00;18.727,75;4.630,00;14.097,75;0,00;38.316,25
31.10.2024 20:00;31.10.2024 21:00;55.852,00;19.595,75;4.531,75;15.064,00;0,00;36.256,25
31.10.2024 21:00;31.10.2024 22:00;54.001,00;20.045,25;4.502,50;15.542,75;0,00;33.955,75
31.10.2024 22:00;31.10.2024 23:00;52.111,00;20.009,00;4.532,75;15.476,25;0,00;32.102,00
31.10.2024 23:00;01.11.2024 00:00;49.477,00;20.383,25;4.692,75;15.690,50;0,00;29.093,75
01.11.2024 00:00;01.11.2024 01:00;47.729,00;22.034,75;5.267,50;16.767,25;0,00;25.694,25
01.11.2024 01:00;01.11.2024 02:00;46.445,00;21.938,75;5.406,50;16.532,25;0,00;24.506,25
01.11.2024 02:00;01.11.2024 03:00;45.055,00;21.677,50;5.368,00;16.309,50;0,00;23.377,50
01.11.2024 03:00;01.11.2024 04:00;45.254,00;21.392,25;5.336,25;16.056,00;0,00;23.861,75
01.11.2024 04:00;01.11.2024 05:00;44.719,00;21.180,00;5.338,75;15.841,25;0,00;23.539,00
01.11.2024 05:00;01.11.2024 06:00;46.197,00;21.164,00;5.370,75;15.793,25;0,00;25.033,00
01.11.2024 06:00;01.11.2024 07:00;48.332,00;21.412,25;5.298,25;16.114,00;0,00;26.919,75
01.11.2024 07:00;01.11.2024 08:00;49.955,00;21.661,50;5.256,25;15.781,50;623,75;28.293,50
01.11.2024 08:00;01.11.2024 09:00;51.110,00;24.029,50;5.090,25;15.534,50;3.404,75;27.080,50
01.11.2024 09:00;01.11.2024 10:00;51.718,00;27.377,75;4.824,75;15.218,75;7.334,25;24.340,25
01.11.2024 10:00;01.11.2024 11:00;53.649,00;30.881,00;4.648,75;15.120,25;11.112,00;22.768,00
01.11.2024 11:00;01.11.2024 12:00;55.545,00;33.717,50;4.555,50;15.389,25;13.772,75;21.827,50
01.11.2024 12:00;01.11.2024 13:00;56.554,00;34.829,75;4.498,25;15.731,50;14.600,00;21.724,25
01.11.2024 13:00;01.11.2024 14:00;54.832,00;33.958,00;4.531,50;15.991,75;13.434,75;20.874,00
01.11.2024 14:00;01.11.2024 15:00;51.652,00;30.294,25;4.596,00;15.661,00;10.037,25;21.357,75
01.11.2024 15:00;01.11.2024 16:00;49.134,00;25.019,50;4.690,50;15.197,50;5.131,50;24.114,50
01.11.2024 16:00;01.11.2024 17:00;47.282,00;20.771,75;4.677,25;15.090,25;1.004,25;26.510,25
01.11.2024 17:00;01.11.2024 18:00;48.861,00;19.720,50;4.634,50;15.082,75;3,25;29.140,50
01.11.2024 18:00;01.11.2024 19:00;50.509,00;19.532,25;4.654,50;14.877,75;0,00;30.976,75
01.11.2024 19:00;01.11.2024 20:00;50.863,00;19.408,75;4.704,00;14.704,75;0,00;31.454,25
01.11.2024 20:00;01.11.2024 21:00;49.074,00;19.447,75;4.782,00;14.665,75;0,00;29.626,25
01.11.2024 21:00;01.11.2024 22:00;46.025,00;19.157,25;4.827,50;14.329,75;0,00;26.867,75
01.11.2024 22:00;01.11.2024 23:00;43.158,00;18.318,50;4.707,75;13.610,75;0,00;24.839,50
01.11.2024 23:00;02.11.2024 00:00;40.840,00;17.368,00;4.438,25;12.929,75;0,00;23.472,00
02.11.2024 00:00;02.11.2024 01:00;38.408,00;16.353,25;4.089,75;12.263,50;0,00;22.054,75
02.11.2024 01:00;02.11.2024 02:00;36.118,00;15.090,50;3.837,00;11.253,50;0,00;21.027,50
02.11.2024 02:00;02.11.2024 03:00;34.282,00;13.540,75;3.503,00;10.037,75;0,00;20.741,25
02.11.2024 03:00;02.11.2024 04:00;32.980,00;12.060,50;3.199,25;8.861,25;0,00;20.919,50
02.11.2024 04:00;02.11.2024 05:00;32.029,00;10.824,25;2.927,25;7.897,00;0,00;21.204,75
02.11.2024 05:00;02.11.2024 06:00;32.217,00;9.635,75;2.596,75;7.039,00;0,00;22.581,25
02.11.2024 06:00;02.11.2024 07:00;32.594,00;8.314,00;2.132,00;6.182,00;0,00;24.280,00
02.11.2024 07:00;02.11.2024 08:00;32.988,00;7.253,75;1.599,25;5.106,25;548,25;25.734,25
02.11.2024 08:00;02.11.2024 09:00;34.008,00;8.513,75;1.064,25;3.982,75;3.466,75;25.494,25
02.11.2024 09:00;02.11.2024 10:00;36.920,00;11.349,25;627,25;2.801,00;7.921,00;25.570,75
02.11.2024 10:00;02.11.2024 11:00;38.340,00;14.275,00;333,50;1.983,00;11.958,50;24.065,00
02.11.2024 11:00;02.11.2024 12:00;39.203,00;15.903,00;183,75;1.621,50;14.097,75;23.300,00
02.11.2024 12:00;02.11.2024 13:00;39.768,00;15.869,75;127,25;1.446,50;14.296,00;23.898,25
02.11.2024 13:00;02.11.2024 14:00;39.795,00;14.085,25;105,50;1.392,25;12.587,50;25.709,75
02.11.2024 14:00;02.11.2024 15:00;38.156,00;10.665,75;89,75;1.478,75;9.097,25;27.490,25
02.11.2024 15:00;02.11.2024 16:00;38.045,00;6.180,50;82,75;1.653,00;4.444,75;31.864,50
02.11.2024 16:00;02.11.2024 17:00;37.794,00;2.877,50;81,50;2.027,50;768,50;34.916,50
02.11.2024 17:00;02.11.2024 18:00;40.214,00;2.746,25;83,25;2.661,50;1,50;37.467,75
02.11.2024 18:00;02.11.2024 19:00;40.801,00;3.360,25;87,00;3.273,25;0,00;37.440,75
02.11.2024 19:00;02.11.2024 20:00;40.654,00;3.739,50;94,50;3.645,00;0,00;36.914,50
02.11.2024 20:00;02.11.2024 21:00;38.836,00;3.908,00;111,75;3.796,25;0,00;34.928,00
02.11.2024 21:00;02.11.2024 22:00;36.296,00;3.922,00;151,75;3.770,25;0,00;32.374,00
02.11.2024 22:00;02.11.2024 23:00;34.240,00;3.914,50;219,00;3.695,50;0,00;30.325,50
02.11.2024 23:00;03.11.2024 00:00;32.029,00;4.027,00;333,00;3.694,00;0,00;28.002,00
03.11.2024 00:00;03.11.2024 01:00;30.963,00;4.266,25;771,50;3.494,75;0,00;26.696,75
03.11.2024 01:00;03.11.2024 02:00;29.195,00;4.625,50;958,75;3.666,75;0,00;24.569,50
03.11.2024 02:00;03.11.2024 03:00;27.757,00;4.759,75;1.071,50;3.688,25;0,00;22.997,25
03.11.2024 03:00;03.11.2024 04:00;27.499,00;4.820,50;1.173,00;3.647,50;0,00;22.678,50
03.11.2024 04:00;03.11.2024 05:00;27.615,00;4.899,00;1.275,00;3.624,00;0,00;22.716,00
03.11.2024 05:00;03.11.2024 06:00;28.378,00;4.991,75;1.386,00;3.605,75;0,00;23.386,25
03.11.2024 06:00;03.11.2024 07:00;29.436,00;5.181,50;1.528,50;3.653,00;0,00;24.254,50
03.11.2024 07:00;03.11.2024 08:00;31.376,00;6.247,75;1.700,00;3.720,50;827,25;25.128,25
03.11.2024 08:00;03.11.2024 09:00;34.886,00;11.116,50;1.872,50;3.895,50;5.348,50;23.769,50
03.11.2024 09:00;03.11.2024 10:00;38.706,00;17.918,25;2.041,25;3.790,75;12.086,25;20.787,75
03.11.2024 10:00;03.11.2024 11:00;42.492,00;23.519,75;2.183,00;3.320,25;18.016,50;18.972,25
03.11.2024 11:00;03.11.2024 12:00;45.722,00;26.608,50;2.249,00;3.084,25;21.275,25;19.113,50
03.11.2024 12:00;03.11.2024 13:00;46.220,00;27.042,75;2.231,50;3.257,50;21.553,75;19.177,25
03.11.2024 13:00;03.11.2024 14:00;43.930,00;24.714,75;2.205,50;3.528,50;18.980,75;19.215,25
03.11.2024 14:00;03.11.2024 15:00;41.566,00;19.736,75;2.193,00;3.778,00;13.765,75;21.829,25
03.11.2024 15:00;03.11.2024 16:00;40.294,00;13.065,50;2.177,25;4.114,50;6.773,75;27.228,50
03.11.2024 16:00;03.11.2024 17:00;40.551,00;8.197,75;2.152,75;4.845,25;1.199,75;32.353,25
03.11.2024 17:00;03.11.2024 18:00;42.623,00;7.919,00;2.096,50;5.821,00;1,50;34.704,00
03.11.2024 18:00;03.11.2024 19:00;44.540,00;8.637,25;2.043,75;6.593,50;0,00;35.902,75
03.11.2024 19:00;03.11.2024 20:00;43.517,00;8.967,00;1.988,75;6.978,25;0,00;34.550,00
03.11.2024 20:00;03.11.2024 21:00;42.210,00;9.030,75;1.903,00;7.127,75;0,00;33.179,25
03.11.2024 21:00;03.11.2024 22:00;39.968,00;8.840,25;1.777,50;7.062,75;0,00;31.127,75
03.11.2024 22:00;03.11.2024 23:00;38.888,00;8.340,25;1.618,50;6.721,75;0,00;30.547,75
03.11.2024 23:00;04.11.2024 00:00;37.092,00;7.653,25;1.403,00;6.250,25;0,00;29.438,75
04.11.2024 00:00;04.11.2024 01:00;34.681,00;6.111,75;905,25;5.206,50;0,00;28.569,25
04.11.2024 01:00;04.11.2024 02:00;33.373,00;5.476,00;672,25;4.803,75;0,00;27.897,00
04.11.2024 02:00;04.11.2024 03:00;33.199,00;4.971,75;508,50;4.463,25;0,00;28.227,25
04.11.2024 03:00;04.11.2024 04:00;32.851,00;4.572,00;387,50;4.184,50;0,00;28.279,00
04.11.2024 04:00;04.11.2024 05:00;33.795,00;4.290,50;296,25;3.994,25;0,00;29.504,50
04.11.2024 05:00;04.11.2024 06:00;37.156,00;4.097,25;236,00;3.861,25;0,00;33.058,75
04.11.2024 06:00;04.11.2024 07:00;41.212,00;3.958,75;204,00;3.754,75;0,00;37.253,25
04.11.2024 07:00;04.11.2024 08:00;44.873,00;4.192,00;200,50;3.477,75;513,75;40.681,00
04.11.2024 08:00;04.11.2024 09:00;48.766,00;7.177,75;216,25;3.244,75;3.716,75;41.588,25
04.11.2024 09:00;04.11.2024 10:00;51.399,00;11.670,50;222,00;2.948,25;8.500,25;39.728,50
04.11.2024 10:00;04.11.2024 11:00;54.321,00;16.136,25;201,50;2.449,50;13.485,25;38.184,75
04.11.2024 11:00;04.11.2024 12:00;56.472,00;19.649,00;178,75;1.938,50;17.531,75;36.823,00
04.11.2024 12:00;04.11.2024 13:00;57.529,00;21.191,50;158,75;1.689,00;19.343,75;36.337,50
04.11.2024 13:00;04.11.2024 14:00;56.819,00;19.889,25;134,00;1.606,75;18.148,50;36.929,75
