Datum von;Datum bis;Gesamt [MWh] Originalauflösungen;Photovoltaik und Wind [MWh] Berechnete Auflösungen;Wind Offshore [MWh] Berechnete Auflösungen;Wind Onshore [MWh] Berechnete Auflösungen;Photovoltaik [MWh] Berechnete Auflösungen;Sonstige [MWh] Originalauflösungen
11.01.2023 04:00;11.01.2023 05:00;59.830,00;38.382,25;5.649,00;32.733,25;0,00;21.447,75
11.01.2023 05:00;11.01.2023 06:00;62.084,00;39.013,50;5.591,75;33.421,75;0,00;23.070,50
11.01.2023 06:00;11.01.2023 07:00;65.832,00;39.411,50;5.453,50;33.958,00;0,00;26.420,50
11.01.2023 07:00;11.01.2023 08:00;71.504,00;37.195,25;5.536,75;31.658,50;0,00;34.308,75
11.01.2023 08:00;11.01.2023 09:00;71.960,00;34.844,75;5.643,50;28.979,75;221,50;37.115,25
11.01.2023 09:00;11.01.2023 10:00;70.920,00;32.999,50;5.623,75;26.295,25;1.080,50;37.920,50
11.01.2023 10:00;11.01.2023 11:00;69.437,00;32.207,25;5.734,25;24.296,25;2.176,75;37.229,75
11.01.2023 11:00;11.01.2023 12:00;67.686,00;32.019,50;5.849,00;23.074,00;3.096,50;35.666,50
11.01.2023 12:00;11.01.2023 13:00;66.920,00;31.802,25;5.912,75;22.494,25;3.395,25;35.117,75
11.01.2023 13:00;11.01.2023 14:00;65.259,00;30.809,00;5.840,00;22.023,75;2.945,25;34.450,00
11.01.2023 14:00;11.01.2023 15:00;63.874,00;29.188,25;5.736,50;21.414,25;2.037,50;34.685,75
11.01.2023 15:00;11.01.2023 16:00;62.325,00;27.338,00;5.649,75;20.752,00;936,25;34.987,00
11.01.2023 16:00;11.01.2023 17:00;62.384,00;26.253,25;5.619,50;20.468,50;165,25;36.130,75
11.01.2023 17:00;11.01.2023 18:00;65.722,00;26.709,25;5.647,25;21.062,00;0,00;39.012,75
11.01.2023 18:00;11.01.2023 19:00;69.143,00;28.418,75;5.640,25;22.778,50;0,00;40.724,25
11.01.2023 19:00;11.01.2023 20:00;69.227,00;30.667,00;5.609,25;25.057,75;0,00;38.560,00
11.01.2023 20:00;11.01.2023 21:00;68.171,00;32.868,75;5.570,75;27.298,00;0,00;35.302,25
11.01.2023 21:00;11.01.2023 22:00;67.119,00;35.007,75;5.538,75;29.469,00;0,00;32.111,25
11.01.2023 22:00;11.01.2023 23:00;65.650,00;36.159,25;5.479,25;30.680,00;0,00;29.490,75
11.01.2023 23:00;12.01.2023 00:00;64.419,00;37.466,25;5.316,75;32.149,50;0,00;26.952,75
12.01.2023 00:00;12.01.2023 01:00;64.654,00;40.914,00;6.113,75;34.800,25;0,00;23.740,00
12.01.2023 01:00;12.01.2023 02:00;63.420,00;40.405,50;5.782,25;34.623,25;0,00;23.014,50
12.01.2023 02:00;12.01.2023 03:00;62.709,00;40.801,00;5.826,50;34.974,50;0,00;21.908,00
12.01.2023 03:00;12.01.2023 04:00;61.687,00;40.056,00;5.900,00;34.156,00;0,00;21.631,00
12.01.2023 04:00;12.01.2023 05:00;61.406,00;39.864,00;5.914,25;33.949,75;0,00;21.542,00
12.01.2023 05:00;12.01.2023 06:00;62.850,00;39.903,25;5.774,25;34.129,00;0,00;22.946,75
12.01.2023 06:00;12.01.2023 07:00;66.820,00;40.551,50;5.486,25;35.065,25;0,00;26.268,50
12.01.2023 07:00;12.01.2023 08:00;73.672,00;41.030,50;5.246,50;35.784,00;0,00;32.641,50
12.01.2023 08:00;12.01.2023 09:00;76.999,00;42.308,25;4.850,75;37.119,50;338,00;34.690,75
12.01.2023 09:00;12.01.2023 10:00;77.532,00;44.618,00;4.527,00;38.655,50;1.435,50;32.914,00
12.01.2023 10:00;12.01.2023 11:00;78.051,00;46.656,75;4.183,00;40.051,75;2.422,00;31.394,25
12.01.2023 11:00;12.01.2023 12:00;78.038,00;48.039,75;4.243,25;40.897,25;2.899,25;29.998,25
12.01.2023 12:00;12.01.2023 13:00;77.263,00;48.471,50;4.506,75;41.182,25;2.782,50;28.791,50
12.01.2023 13:00;12.01.2023 14:00;75.728,00;47.611,00;4.681,50;40.760,50;2.169,00;28.117,00
12.01.2023 14:00;12.01.2023 15:00;73.287,00;45.522,00;4.721,50;39.423,25;1.377,25;27.765,00
12.01.2023 15:00;12.01.2023 16:00;70.886,00;43.098,00;4.791,25;37.678,50;628,25;27.788,00
12.01.2023 16:00;12.01.2023 17:00;70.822,00;41.047,50;5.068,50;35.843,50;135,50;29.774,50
12.01.2023 17:00;12.01.2023 18:00;75.073,00;39.874,00;5.480,75;34.393,25;0,00;35.199,00
12.01.2023 18:00;12.01.2023 19:00;76.799,00;39.869,25;5.825,50;34.043,75;0,00;36.929,75
12.01.2023 19:00;12.01.2023 20:00;76.587,00;40.974,50;5.927,75;35.046,75;0,00;35.612,50
12.01.2023 20:00;12.01.2023 21:00;73.893,00;42.031,50;5.819,25;36.212,25;0,00;31.861,50
12.01.2023 21:00;12.01.2023 22:00;70.795,00;42.692,50;5.434,50;37.258,00;0,00;28.102,50
12.01.2023 22:00;12.01.2023 23:00;68.838,00;42.632,00;5.396,00;37.236,00;0,00;26.206,00
12.01.2023 23:00;13.01.2023 00:00;68.122,00;42.977,25;5.486,25;37.491,00;0,00;25.144,75
13.01.2023 00:00;13.01.2023 01:00;64.237,00;44.370,75;6.044,25;38.326,50;0,00;19.866,25
13.01.2023 01:00;13.01.2023 02:00;63.204,00;43.084,00;5.552,25;37.531,75;0,00;20.120,00
13.01.2023 02:00;13.01.2023 03:00;61.536,00;42.057,50;5.678,25;36.379,25;0,00;19.478,50
13.01.2023 03:00;13.01.2023 04:00;61.281,00;40.900,75;5.685,25;35.215,50;0,00;20.380,25
13.01.2023 04:00;13.01.2023 05:00;60.604,00;40.073,00;5.653,75;34.419,25;0,00;20.531,00
13.01.2023 05:00;13.01.2023 06:00;61.671,00;39.628,50;5.426,25;34.202,25;0,00;22.042,50
13.01.2023 06:00;13.01.2023 07:00;65.344,00;39.409,00;5.275,50;34.133,50;0,00;25.935,00
13.01.2023 07:00;13.01.2023 08:00;71.107,00;38.552,50;5.206,50;33.346,00;0,00;32.554,50
13.01.2023 08:00;13.01.2023 09:00;75.617,00;39.374,25;5.195,75;33.745,50;433,00;36.242,75
13.01.2023 09:00;13.01.2023 10:00;77.197,00;42.156,25;5.225,25;34.358,25;2.572,75;35.040,75
13.01.2023 10:00;13.01.2023 11:00;77.933,00;45.708,00;5.245,50;35.337,25;5.125,25;32.225,00
13.01.2023 11:00;13.01.2023 12:00;79.550,00;48.851,50;5.255,25;36.707,50;6.888,75;30.698,50
13.01.2023 12:00;13.01.2023 13:00;79.550,00;50.725,75;5.288,25;37.935,00;7.502,50;28.824,25
13.01.2023 13:00;13.01.2023 14:00;77.977,00;50.835,75;5.349,75;38.645,25;6.840,75;27.141,25
13.01.2023 14:00;13.01.2023 15:00;76.530,00;49.199,25;5.399,50;38.803,00;4.996,75;27.330,75
13.01.2023 15:00;13.01.2023 16:00;74.313,00;46.344,50;5.398,50;38.793,75;2.152,25;27.968,50
13.01.2023 16:00;13.01.2023 17:00;75.292,00;44.463,75;5.378,50;38.765,25;320,00;30.828,25
13.01.2023 17:00;13.01.2023 18:00;78.065,00;44.234,75;5.375,25;38.859,50;0,00;33.830,25
13.01.2023 18:00;13.01.2023 19:00;80.729,00;44.634,25;5.393,50;39.240,75;0,00;36.094,75
13.01.2023 19:00;13.01.2023 20:00;78.793,00;45.004,50;5.423,50;39.581,00;0,00;33.788,50
13.01.2023 20:00;13.01.2023 21:00;73.785,00;44.738,00;5.470,75;39.267,25;0,00;29.047,00
13.01.2023 21:00;13.01.2023 22:00;70.146,00;44.207,50;5.539,50;38.668,00;0,00;25.938,50
13.01.2023 22:00;13.01.2023 23:00;66.630,00;42.749,50;5.924,50;36.825,00;0,00;23.880,50
13.01.2023 23:00;14.01.2023 00:00;64.450,00;41.612,25;5.963,75;35.648,50;0,00;22.837,75
14.01.2023 00:00;14.01.2023 01:00;62.498,00;41.591,75;6.203,50;35.388,25;0,00;20.906,25
14.01.2023 01:00;14.01.2023 02:00;60.111,00;39.303,25;5.716,75;33.586,50;0,00;20.807,75
14.01.2023 02:00;14.01.2023 03:00;57.711,00;37.610,50;5.725,50;31.885,00;0,00;20.100,50
14.01.2023 03:00;14.01.2023 04:00;57.252,00;35.875,75;5.748,00;30.127,75;0,00;21.376,25
14.01.2023 04:00;14.01.2023 05:00;55.763,00;34.042,00;5.727,50;28.314,50;0,00;21.721,00
14.01.2023 05:00;14.01.2023 06:00;54.534,00;32.283,00;5.679,25;26.603,75;0,00;22.251,00
14.01.2023 06:00;14.01.2023 07:00;54.762,00;31.367,75;5.618,50;25.749,25;0,00;23.394,25
14.01.2023 07:00;14.01.2023 08:00;57.159,00;30.692,50;5.744,50;24.948,00;0,00;26.466,50
14.01.2023 08:00;14.01.2023 09:00;60.225,00;31.814,75;5.939,25;25.334,00;541,50;28.410,25
14.01.2023 09:00;14.01.2023 10:00;64.057,00;34.866,75;6.096,50;26.078,25;2.692,00;29.190,25
14.01.2023 10:00;14.01.2023 11:00;66.733,00;38.328,25;6.100,00;27.163,50;5.064,75;28.404,75
14.01.2023 11:00;14.01.2023 12:00;69.711,00;41.334,00;6.044,50;28.959,75;6.329,75;28.377,00
14.01.2023 12:00;14.01.2023 13:00;70.739,00;43.198,00;5.933,75;31.416,00;5.848,25;27.541,00
14.01.2023 13:00;14.01.2023 14:00;70.074,00;43.478,50;5.539,00;33.772,50;4.167,00;26.595,50
14.01.2023 14:00;14.01.2023 15:00;70.013,00;44.174,50;5.430,50;36.478,50;2.265,50;25.838,50
14.01.2023 15:00;14.01.2023 16:00;70.649,00;45.504,50;5.437,75;39.225,25;841,50;25.144,50
14.01.2023 16:00;14.01.2023 17:00;73.221,00;46.831,75;5.460,75;41.220,25;150,75;26.389,25
14.01.2023 17:00;14.01.2023 18:00;78.461,00;47.915,25;5.470,50;42.444,75;0,00;30.545,75
14.01.2023 18:00;14.01.2023 19:00;79.894,00;48.487,50;5.469,75;43.017,75;0,00;31.406,50
14.01.2023 19:00;14.01.2023 20:00;76.594,00;48.166,50;5.461,00;42.705,50;0,00;28.427,50
14.01.2023 20:00;14.01.2023 21:00;71.544,00;47.172,25;5.443,50;41.728,75;0,00;24.371,75
14.01.2023 21:00;14.01.2023 22:00;68.398,00;45.750,25;5.428,00;40.322,25;0,00;22.647,75
14.01.2023 22:00;14.01.2023 23:00;65.331,00;43.680,00;5.624,00;38.056,00;0,00;21.651,00
14.01.2023 23:00;15.01.2023 00:00;64.067,00;42.446,25;5.598,75;36.847,50;0,00;21.620,75
15.01.2023 00:00;15.01.2023 01:00;62.559,00;42.932,50;5.952,00;36.980,50;0,00;19.626,50
15.01.2023 01:00;15.01.2023 02:00;59.755,00;41.246,75;5.614,25;35.632,50;0,00;18.508,25
15.01.2023 02:00;15.01.2023 03:00;58.044,00;40.040,75;5.608,25;34.432,50;0,00;18.003,25
15.01.2023 03:00;15.01.2023 04:00;57.779,00;38.967,50;5.636,00;33.331,50;0,00;18.811,50
15.01.2023 04:00;15.01.2023 05:00;57.116,00;38.100,25;5.628,50;32.471,75;0,00;19.015,75
15.01.2023 05:00;15.01.2023 06:00;56.715,00;37.377,00;5.604,25;31.772,75;0,00;19.338,00
15.01.2023 06:00;15.01.2023 07:00;58.551,00;37.243,25;5.327,25;31.916,00;0,00;21.307,75
15.01.2023 07:00;15.01.2023 08:00;60.153,00;37.123,50;5.207,75;31.915,75;0,00;23.029,50
15.01.2023 08:00;15.01.2023 09:00;62.926,00;38.339,00;5.089,50;32.952,75;296,75;24.587,00
15.01.2023 09:00;15.01.2023 10:00;65.284,00;41.024,50;4.974,50;34.395,50;1.654,50;24.259,50
15.01.2023 10:00;15.01.2023 11:00;68.502,00;44.970,25;4.743,25;36.664,75;3.562,25;23.531,75
15.01.2023 11:00;15.01.2023 12:00;71.784,00;48.883,50;4.571,75;39.120,25;5.191,50;22.900,50
15.01.2023 12:00;15.01.2023 13:00;73.471,00;51.167,50;4.490,00;40.760,50;5.917,00;22.303,50
15.01.2023 13:00;15.01.2023 14:00;71.355,00;51.053,25;4.583,50;40.935,75;5.534,00;20.301,75
15.01.2023 14:00;15.01.2023 15:00;69.180,00;50.191,50;4.899,50;41.097,75;4.194,25;18.988,50
15.01.2023 15:00;15.01.2023 16:00;68.815,00;48.791,25;5.275,00;41.495,50;2.020,75;20.023,75
15.01.2023 16:00;15.01.2023 17:00;71.390,00;47.496,25;5.221,75;41.927,50;347,00;23.893,75
15.01.2023 17:00;15.01.2023 18:00;74.735,00;47.607,00;5.165,75;42.441,25;0,00;27.128,00
15.01.2023 18:00;15.01.2023 19:00;77.126,00;47.762,75;5.105,00;42.657,75;0,00;29.363,25
15.01.2023 19:00;15.01.2023 20:00;75.104,00;46.820,75;5.098,25;41.722,50;0,00;28.283,25
15.01.2023 20:00;15.01.2023 21:00;69.915,00;45.082,50;5.069,75;40.012,75;0,00;24.832,50
15.01.2023 21:00;15.01.2023 22:00;65.856,00;42.788,75;5.004,50;37.784,25;0,00;23.067,25
15.01.2023 22:00;15.01.2023 23:00;61.992,00;39.562,50;5.286,25;34.276,25;0,00;22.429,50
15.01.2023 23:00;16.01.2023 00:00;57.537,00;36.223,75;4.940,25;31.283,50;0,00;21.313,25
16.01.2023 00:00;16.01.2023 01:00;53.528,00;34.417,75;4.854,25;29.563,50;0,00;19.110,25
16.01.2023 01:00;16.01.2023 02:00;50.390,00;30.787,00;4.404,25;26.382,75;0,00;19.603,00
16.01.2023 02:00;16.01.2023 03:00;48.352,00;28.096,00;4.135,25;23.960,75;0,00;20.256,00
16.01.2023 03:00;16.01.2023 04:00;47.136,00;25.711,00;3.893,75;21.817,25;0,00;21.425,00
16.01.2023 04:00;16.01.2023 05:00;46.614,00;23.511,75;3.681,00;19.830,75;0,00;23.102,25
16.01.2023 05:00;16.01.2023 06:00;49.467,00;21.832,25;3.497,25;18.335,00;0,00;27.634,75
16.01.2023 06:00;16.01.2023 07:00;54.721,00;21.107,50;3.338,00;17.769,50;0,00;33.613,50
16.01.2023 07:00;16.01.2023 08:00;62.268,00;20.849,25;3.231,25;17.618,00;0,00;41.418,75
16.01.2023 08:00;16.01.2023 09:00;67.816,00;22.323,25;3.090,00;18.405,00;828,25;45.492,75
16.01.2023 09:00;16.01.2023 10:00;71.589,00;26.398,25;2.978,25;19.663,25;3.756,75;45.190,75
16.01.2023 10:00;16.01.2023 11:00;73.213,00;29.891,50;2.804,25;20.392,00;6.695,25;43.321,50
16.01.2023 11:00;16.01.2023 12:00;74.652,00;31.828,25;2.531,50;20.793,75;8.503,00;42.823,75
16.01.2023 12:00;16.01.2023 13:00;74.392,00;32.532,75;2.244,50;21.618,50;8.669,75;41.859,25
16.01.2023 13:00;16.01.2023 14:00;72.722,00;31.937,75;2.018,50;22.718,00;7.201,25;40.784,25
16.01.2023 14:00;16.01.2023 15:00;70.298,00;30.142,50;1.908,25;23.513,50;4.720,75;40.155,50
16.01.2023 15:00;16.01.2023 16:00;68.695,00;28.026,50;1.884,50;24.190,75;1.951,25;40.668,50
16.01.2023 16:00;16.01.2023 17:00;68.018,00;26.706,50;1.962,25;24.444,00;300,25;41.311,50
16.01.2023 17:00;16.01.2023 18:00;70.231,00;26.693,75;2.094,00;24.599,75;0,00;43.537,25
16.01.2023 18:00;16.01.2023 19:00;72.376,00;27.615,50;2.341,50;25.274,00;0,00;44.760,50
16.01.2023 19:00;16.01.2023 20:00;73.275,00;28.872,00;2.663,25;26.208,75;0,00;44.403,00
16.01.2023 20:00;16.01.2023 21:00;70.942,00;29.099,00;3.013,25;26.085,75;0,00;41.843,00
16.01.2023 21:00;16.01.2023 22:00;68.589,00;29.303,50;3.454,00;25.849,50;0,00;39.285,50
16.01.2023 22:00;16.01.2023 23:00;66.177,00;29.216,50;3.973,75;25.242,75;0,00;36.960,50
16.01.2023 23:00;17.01.2023 00:00;63.347,00;29.291,25;4.366,75;24.924,50;0,00;34.055,75
17.01.2023 00:00;17.01.2023 01:00;58.566,00;32.070,00;4.061,25;28.008,75;0,00;26.496,00
17.01.2023 01:00;17.01.2023 02:00;59.486,00;31.729,00;4.076,50;27.652,50;0,00;27.757,00
17.01.2023 02:00;17.01.2023 03:00;58.944,00;31.740,75;4.281,50;27.459,25;0,00;27.203,25
17.01.2023 03:00;17.01.2023 04:00;61.261,00;31.878,75;4.576,50;27.302,25;0,00;29.382,25
17.01.2023 04:00;17.01.2023 05:00;61.631,00;31.764,00;4.940,25;26.823,75;0,00;29.867,00
17.01.2023 05:00;17.01.2023 06:00;64.454,00;31.526,00;5.273,25;26.252,75;0,00;32.928,00
17.01.2023 06:00;17.01.2023 07:00;68.627,00;31.182,25;5.205,75;25.976,50;0,00;37.444,75
17.01.2023 07:00;17.01.2023 08:00;70.682,00;29.634,50;5.078,25;24.556,25;0,00;41.047,50
17.01.2023 08:00;17.01.2023 09:00;71.167,00;29.036,50;5.037,25;23.202,00;797,25;42.130,50
17.01.2023 09:00;17.01.2023 10:00;73.600,00;30.873,75;5.036,75;21.803,00;4.034,00;42.726,25
17.01.2023 10:00;17.01.2023 11:00;74.061,00;33.281,25;5.039,25;20.259,25;7.982,75;40.779,75
17.01.2023 11:00;17.01.2023 12:00;74.791,00;34.942,50;5.025,25;18.814,00;11.103,25;39.848,50
17.01.2023 12:00;17.01.2023 13:00;74.401,00;35.016,50;5.021,75;17.742,75;12.252,00;39.384,50
17.01.2023 13:00;17.01.2023 14:00;72.098,00;32.960,75;5.011,00;16.881,25;11.068,50;39.137,25
17.01.2023 14:00;17.01.2023 15:00;69.140,00;28.828,50;4.994,75;15.771,50;8.062,25;40.311,50
17.01.2023 15:00;17.01.2023 16:00;68.131,00;23.220,25;5.011,00;14.412,50;3.796,75;44.910,75
17.01.2023 16:00;17.01.2023 17:00;64.883,00;19.143,00;4.978,75;13.535,25;629,00;45.740,00
17.01.2023 17:00;17.01.2023 18:00;66.275,00;18.574,25;4.937,00;13.637,25;0,00;47.700,75
17.01.2023 18:00;17.01.2023 19:00;65.534,00;18.870,75;4.920,25;13.950,50;0,00;46.663,25
17.01.2023 19:00;17.01.2023 20:00;67.113,00;18.995,25;4.939,50;14.055,75;0,00;48.117,75
17.01.2023 20:00;17.01.2023 21:00;67.058,00;18.619,00;4.975,75;13.643,25;0,00;48.439,00
17.01.2023 21:00;17.01.2023 22:00;64.723,00;17.994,25;4.910,50;13.083,75;0,00;46.728,75
17.01.2023 22:00;17.01.2023 23:00;61.634,00;17.028,00;4.893,75;12.134,25;0,00;44.606,00
17.01.2023 23:00;18.01.2023 00:00;58.783,00;16.311,25;4.835,25;11.476,00;0,00;42.471,75
18.01.2023 00:00;18.01.2023 01:00;51.288,00;15.082,25;4.796,50;10.285,75;0,00;36.205,75
18.01.2023 01:00;18.01.2023 02:00;49.950,00;13.950,25;4.310,75;9.639,50;0,00;35.999,75
18.01.2023 02:00;18.01.2023 03:00;49.123,00;12.964,75;4.167,75;8.797,00;0,00;36.158,25
18.01.2023 03:00;18.01.2023 04:00;47.805,00;12.074,50;3.913,50;8.161,00;0,00;35.730,50
18.01.2023 04:00;18.01.2023 05:00;47.979,00;11.349,75;3.628,00;7.721,75;0,00;36.629,25
18.01.2023 05:00;18.01.2023 06:00;50.397,00;10.764,75;3.328,50;7.436,25;0,00;39.632,25
18.01.2023 06:00;18.01.2023 07:00;54.759,00;10.250,75;3.050,00;7.200,75;0,00;44.508,25
18.01.2023 07:00;18.01.2023 08:00;59.371,00;9.652,75;2.884,75;6.768,00;0,00;49.718,25
18.01.2023 08:00;18.01.2023 09:00;62.082,00;9.894,50;2.883,25;6.547,25;464,00;52.187,50
18.01.2023 09:00;18.01.2023 10:00;63.959,00;11.878,75;3.015,75;6.412,75;2.450,25;52.080,25
18.01.2023 10:00;18.01.2023 11:00;64.708,00;14.300,25;3.285,75;5.933,25;5.081,25;50.407,75
18.01.2023 11:00;18.01.2023 12:00;65.354,00;15.839,50;3.552,00;5.101,75;7.185,75;49.514,50
18.01.2023 12:00;18.01.2023 13:00;65.337,00;16.246,00;3.778,25;4.514,25;7.953,50;49.091,00
18.01.2023 13:00;18.01.2023 14:00;65.029,00;15.843,00;3.945,25;4.604,75;7.293,00;49.186,00
18.01.2023 14:00;18.01.2023 15:00;63.415,00;14.378,75;4.015,75;5.038,50;5.324,50;49.036,25
18.01.2023 15:00;18.01.2023 16:00;62.313,00;12.612,50;4.073,75;5.863,75;2.675,00;49.700,50
18.01.2023 16:00;18.01.2023 17:00;63.042,00;12.169,00;4.176,00;7.471,25;521,75;50.873,00
18.01.2023 17:00;18.01.2023 18:00;65.119,00;13.846,75;4.225,00;9.621,75;0,00;51.272,25
18.01.2023 18:00;18.01.2023 19:00;66.482,00;16.081,50;4.281,50;11.800,00;0,00;50.400,50
18.01.2023 19:00;18.01.2023 20:00;66.665,00;17.986,00;4.256,00;13.730,00;0,00;48.679,00
18.01.2023 20:00;18.01.2023 21:00;66.412,00;19.166,50;4.128,75;15.037,75;0,00;47.245,50
18.01.2023 21:00;18.01.2023 22:00;63.899,00;20.159,50;3.943,50;16.216,00;0,00;43.739,50
18.01.2023 22:00;18.01.2023 23:00;62.422,00;20.827,75;3.754,75;17.073,00;0,00;41.594,25
18.01.2023 23:00;19.01.2023 00:00;58.845,00;21.712,75;3.577,00;18.135,75;0,00;37.132,25
19.01.2023 00:00;19.01.2023 01:00;59.272,00;27.056,50;4.756,00;22.300,50;0,00;32.215,50
19.01.2023 01:00;19.01.2023 02:00;58.571,00;27.016,50;4.150,00;22.866,50;0,00;31.554,50
19.01.2023 02:00;19.01.2023 03:00;58.489,00;27.312,75;4.050,50;23.262,25;0,00;31.176,25
19.01.2023 03:00;19.01.2023 04:00;58.932,00;27.598,75;3.967,25;23.631,50;0,00;31.333,25
19.01.2023 04:00;19.01.2023 05:00;59.605,00;27.766,75;3.924,00;23.842,75;0,00;31.838,25
19.01.2023 05:00;19.01.2023 06:00;61.484,00;27.948,50;3.938,00;24.010,50;0,00;33.535,50
19.01.2023 06:00;19.01.2023 07:00;67.739,00;28.399,50;3.927,25;24.472,25;0,00;39.339,50
19.01.2023 07:00;19.01.2023 08:00;73.163,00;27.708,50;4.064,50;23.644,00;0,00;45.454,50
19.01.2023 08:00;19.01.2023 09:00;74.765,00;27.496,75;4.288,75;22.458,25;749,75;47.268,25
19.01.2023 09:00;19.01.2023 10:00;74.797,00;28.971,75;4.413,25;21.168,75;3.389,75;45.825,25
19.01.2023 10:00;19.01.2023 11:00;74.711,00;30.165,50;4.367,75;19.478,50;6.319,25;44.545,50
19.01.2023 11:00;19.01.2023 12:00;73.942,00;30.137,50;4.319,75;17.628,25;8.189,50;43.804,50
19.01.2023 12:00;19.01.2023 13:00;73.012,00;29.118,00;4.288,00;16.347,25;8.482,75;43.894,00
19.01.2023 13:00;19.01.2023 14:00;71.140,00;27.189,75;4.157,50;15.665,75;7.366,50;43.950,25
19.01.2023 14:00;19.01.2023 15:00;68.406,00;23.914,00;3.980,25;14.717,25;5.216,50;44.492,00
19.01.2023 15:00;19.01.2023 16:00;66.977,00;20.191,75;3.815,25;13.885,25;2.491,25;46.785,25
19.01.2023 16:00;19.01.2023 17:00;66.428,00;17.562,50;3.607,50;13.474,25;480,75;48.865,50
19.01.2023 17:00;19.01.2023 18:00;67.276,00;16.750,75;3.400,50;13.349,00;1,25;50.525,25
19.01.2023 18:00;19.01.2023 19:00;66.673,00;16.417,00;3.141,25;13.275,75;0,00;50.256,00
19.01.2023 19:00;19.01.2023 20:00;65.684,00;16.146,75;2.809,00;13.337,75;0,00;49.537,25
19.01.2023 20:00;19.01.2023 21:00;63.165,00;15.299,25;2.510,00;12.789,25;0,00;47.865,75
19.01.2023 21:00;19.01.2023 22:00;59.806,00;14.422,50;2.265,50;12.157,00;0,00;45.383,50
19.01.2023 22:00;19.01.2023 23:00;57.063,00;13.583,25;2.152,25;11.431,00;0,00;43.479,75
19.01.2023 23:00;20.01.2023 00:00;53.882,00;12.820,50;2.014,75;10.805,75;0,00;41.061,50
20.01.2023 00:00;20.01.2023 01:00;53.787,00;11.554,50;2.178,00;9.376,50;0,00;42.232,50
20.01.2023 01:00;20.01.2023 02:00;51.345,00;11.067,25;2.164,50;8.902,75;0,00;40.277,75
20.01.2023 02:00;20.01.2023 03:00;50.167,00;10.348,00;2.035,00;8.313,00;0,00;39.819,00
20.01.2023 03:00;20.01.2023 04:00;49.840,00;9.742,00;1.976,25;7.765,75;0,00;40.098,00
20.01.2023 04:00;20.01.2023 05:00;50.540,00;9.129,75;1.932,00;7.197,75;0,00;41.410,25
20.01.2023 05:00;20.01.2023 06:00;52.402,00;8.411,00;1.817,75;6.593,25;0,00;43.991,00
20.01.2023 06:00;20.01.2023 07:00;55.863,00;7.934,75;1.714,00;6.220,75;0,00;47.928,25
20.01.2023 07:00;20.01.2023 08:00;59.428,00;7.471,50;1.682,25;5.782,50;6,75;51.956,50
20.01.2023 08:00;20.01.2023 09:00;63.347,00;7.663,25;1.669,75;5.468,50;525,00;55.683,75
20.01.2023 09:00;20.01.2023 10:00;64.637,00;9.415,75;1.604,00;5.131,50;2.680,25;55.221,25
20.01.2023 10:00;20.01.2023 11:00;64.583,00;11.229,75;1.475,75;4.354,75;5.399,25;53.353,25
20.01.2023 11:00;20.01.2023 12:00;63.270,00;11.961,25;1.263,50;3.384,25;7.313,50;51.308,75
20.01.2023 12:00;20.01.2023 13:00;62.226,00;11.545,25;1.016,25;2.801,50;7.727,50;50.680,75
20.01.2023 13:00;20.01.2023 14:00;60.762,00;10.024,50;803,00;2.459,75;6.761,75;50.737,50
20.01.2023 14:00;20.01.2023 15:00;58.540,00;7.777,50;703,75;2.176,25;4.897,50;50.762,50
20.01.2023 15:00;20.01.2023 16:00;56.576,00;5.098,25;703,00;1.987,00;2.408,25;51.477,75
20.01.2023 16:00;20.01.2023 17:00;56.036,00;3.211,00;760,00;1.965,50;485,50;52.825,00
20.01.2023 17:00;20.01.2023 18:00;57.807,00;2.897,75;828,25;2.067,00;2,50;54.909,25
20.01.2023 18:00;20.01.2023 19:00;58.579,00;3.018,00;891,50;2.126,50;0,00;55.561,00
20.01.2023 19:00;20.01.2023 20:00;56.978,00;3.028,50;935,50;2.093,00;0,00;53.949,50
20.01.2023 20:00;20.01.2023 21:00;55.810,00;2.871,75;986,25;1.885,50;0,00;52.938,25
20.01.2023 21:00;20.01.2023 22:00;53.804,00;2.779,25;1.011,00;1.768,25;0,00;51.024,75
20.01.2023 22:00;20.01.2023 23:00;50.811,00;2.834,25;1.069,75;1.764,50;0,00;47.976,75
20.01.2023 23:00;21.01.2023 00:00;48.538,00;2.984,75;1.100,25;1.884,50;0,00;45.553,25
21.01.2023 00:00;21.01.2023 01:00;47.031,00;5.071,50;1.148,25;3.923,25;0,00;41.959,50
21.01.2023 01:00;21.01.2023 02:00;45.933,00;5.965,00;1.409,25;4.555,75;0,00;39.968,00
21.01.2023 02:00;21.01.2023 03:00;45.504,00;6.561,75;1.501,25;5.060,50;0,00;38.942,25
21.01.2023 03:00;21.01.2023 04:00;45.555,00;7.064,00;1.571,75;5.492,25;0,00;38.491,00
21.01.2023 04:00;21.01.2023 05:00;45.892,00;7.480,75;1.625,00;5.855,75;0,00;38.411,25
21.01.2023 05:00;21.01.2023 06:00;46.333,00;7.858,50;1.622,50;6.236,00;0,00;38.474,50
21.01.2023 06:00;21.01.2023 07:00;47.442,00;8.266,25;1.510,50;6.755,75;0,00;39.175,75
21.01.2023 07:00;21.01.2023 08:00;50.030,00;8.625,50;1.468,75;7.150,75;6,00;41.404,50
21.01.2023 08:00;21.01.2023 09:00;53.093,00;9.377,75;1.446,00;7.627,75;304,00;43.715,25
